,adult,backdrop_path,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path,belongs_to_collection
0,False,/uy2trYgO8MOQfQXlvMaLhBnkUqg.jpg,61000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.mim-essay.com/,7485,tt0822854,['US'],en,Shooter,"A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.",39.652,/2aWGxo1E5polpBjPvtBRkWp7qaS.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 57421, 'logo_path': None, 'name': 'Grosvenor Park Impact Productions', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-22,95700000,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Yesterday was about honor. Today is about justice.,Shooter,False,7.118,4840,,,,,
0,False,,0,[],,60957,,['JP'],ja,田中瞳 爆乳Jの衝撃,,39.42,/3I6emoNa1mh8JfOkCdhg4zOP5SH.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-11-08,0,70,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,田中瞳 爆乳Jの衝撃,False,6.2,4,,,,,
0,False,/o4mQHoP8LExn2Q9dn16OGqHvaiK.jpg,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",http://disney.go.com/disneyvideos/liveaction/bridgetoterabithia/,1265,tt0398808,['US'],en,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen.",39.17,/3xFxGodKPMFLheS8rujFSmLfcq4.jpg,"[{'id': 60611, 'logo_path': None, 'name': 'Lauren Levine Productions Inc.', 'origin_country': ''}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}, {'id': 23890, 'logo_path': None, 'name': 'Hal Lieberman Company', 'origin_country': ''}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-15,137587063,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Discover a place that will never leave you, and a friendship that will change you forever.",Bridge to Terabithia,False,7.313,4716,,,,,
0,False,/tGb044NgQYQJr58fta5O3OB6SpQ.jpg,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",http://www.tropadeeliteofilme.com.br/,7347,tt0861739,['BR'],pt,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",39.043,/lwIXz785N2fXi8hsBr1IXciFlkM.jpg,"[{'id': 47046, 'logo_path': '/knYFwgHhMHhDrt7SRHqnQlqlc4R.png', 'name': 'Universal Pictures do Brasil', 'origin_country': 'BR'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 2427, 'logo_path': None, 'name': 'Zazen Produções', 'origin_country': 'BR'}, {'id': 2430, 'logo_path': None, 'name': 'Estúdios Mega', 'origin_country': 'BR'}, {'id': 2432, 'logo_path': '/yxpvByZlaC9XrLM5tFEtjh661Ep.png', 'name': 'Quanta Centro de Produções Cinematográficas', 'origin_country': 'BR'}, {'id': 10187, 'logo_path': None, 'name': 'Costa Films', 'origin_country': 'AR'}, {'id': 47043, 'logo_path': None, 'name': 'Posto 9', 'origin_country': ''}, {'id': 47044, 'logo_path': None, 'name': 'Feijão Filmes', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2007-10-12,14759148,115,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,On the streets of Rio only the elite survive,Elite Squad,False,8.052,2373,119581.0,Elite Squad Collection,/8ZRJCPuBnUTAu7HaFKth64mGYQg.jpg,/nNUFlXdj8JIV6HnjVS58r0qCvE7.jpg,
0,False,/b5IB4VGjR818tTNcCLHQCIFwQmW.jpg,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,10431,tt0499556,"['CA', 'US']",en,War,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",38.877,/scFc8RD4sFxB2x0eIOaymphMnYh.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 748, 'logo_path': None, 'name': 'Mosaic Media Group', 'origin_country': 'US'}, {'id': 12138, 'logo_path': None, 'name': 'Fierce Entertainment', 'origin_country': ''}, {'id': 972, 'logo_path': None, 'name': 'Current Entertainment', 'origin_country': 'US'}, {'id': 23956, 'logo_path': None, 'name': 'Rogue Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2007-08-24,40452643,103,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,Vengeance is the ultimate weapon.,War,False,6.31,1722,,,,,
0,False,/fWhAWcHdIKg08vjQsh9Nx3s8Hrm.jpg,15000000,"[{'id': 27, 'name': 'Horror'}]",http://www.halloweenmovies.com/,2082,tt0373883,['US'],en,Halloween,"The early years of young Michael Myers and the events leading up to his fateful Halloween night murder rampage in the quiet town of Haddonfield, Illinois.",37.987,/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 21438, 'logo_path': None, 'name': 'Nightfall Productions', 'origin_country': ''}, {'id': 10370, 'logo_path': None, 'name': 'Spectacle Entertainment Group', 'origin_country': 'US'}, {'id': 15822, 'logo_path': '/Aodu1OPI0LHTWYr7Jlm4R2XY2og.png', 'name': 'Trancas International Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-31,80460948,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Evil has a destiny.,Halloween,False,6.213,2305,126209.0,Halloween (Rob Zombie Series) Collection,/iK4THv8at3uapAQEz4tKUOA0d7v.jpg,/tXXPOkcFLcDiJ4OU5SOU3JnhQrg.jpg,
0,False,/yczIQ3ozeobhQMNKGlJfSZsH7V2.jpg,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,14624,tt0482629,['US'],en,The Ultimate Gift,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",37.886,/8BdVk1u110lwHFELTEO9HrPrIDa.jpg,"[{'id': 3914, 'logo_path': None, 'name': 'The Ultimate Gift LLC', 'origin_country': ''}, {'id': 3915, 'logo_path': None, 'name': 'Dean River Productions', 'origin_country': ''}, {'id': 11145, 'logo_path': None, 'name': 'LIFE(n)', 'origin_country': ''}, {'id': 139792, 'logo_path': None, 'name': 'Stanford Financial Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-09,3438735,114,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Life is how you live it... not how you spend it.,The Ultimate Gift,False,7.622,437,269190.0,The Ultimate Collection,/kh5L2uelVo8P3e1IXDZAmP0Zl9s.jpg,/6nhvOPicA5PocNEpB3ZBtDnZcRe.jpg,
0,False,/fPg31FANBYhrV2z0vZB4nIonKbI.jpg,65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",http://300themovie.warnerbros.com,1271,tt0416449,['US'],en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",37.833,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,"[{'id': 449, 'logo_path': '/fV3x8bowlRCXKtkWDovLYco7cOK.png', 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 923, 'logo_path': '/8M99Dkt23MjQMTTWukq4m5XsEuo.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 2994, 'logo_path': '/jg4nWIIjQ49APUHqTWZ09gArhF8.png', 'name': 'Hollywood Gang Productions', 'origin_country': 'US'}, {'id': 2995, 'logo_path': '/drzD5Yq9aQuDEbNxlTAhmlL2izx.png', 'name': 'Atmosphere Entertainment MM', 'origin_country': 'US'}, {'id': 7636, 'logo_path': '/e6uCvCNTf0nnery1iaQh6QSgpbn.png', 'name': 'Nimar Studios', 'origin_country': 'BG'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 9995, 'logo_path': '/mAIGhOYhN4N2N0F7p4dbKhgXf3l.png', 'name': 'Cruel & Unusual Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-07,456082343,116,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare for glory!,300,False,7.186,13555,125570.0,300 Collection,/15c4BOYE7gJn1jTN1VxA9KBjcnq.jpg,/jeyZp2BKvAyl0L6LV3z13duoUFz.jpg,
0,False,/ozsLB1HRCN6ZAmJN89pWtoiAwnb.jpg,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,5174,tt0293564,['US'],en,Rush Hour 3,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",37.622,/rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 961, 'logo_path': None, 'name': 'Roger Birnbaum Productions', 'origin_country': ''}, {'id': 139921, 'logo_path': None, 'name': 'Arthur Sarkissian Productions', 'origin_country': 'US'}, {'id': 197243, 'logo_path': None, 'name': 'Unlike Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-08,258097122,90,"[{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,The rush is on!,Rush Hour 3,False,6.482,3236,90863.0,Rush Hour Collection,/pEvK2AoBnhC1RgqB7VRbBCMDq23.jpg,/Atik4QqBg8IrTPiCzaj9AcI9p1i.jpg,
0,False,/xUL7qsAKisRg5iBEokW98OndJDf.jpg,38000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,14324,tt0437954,"['GB', 'US']",en,Virgin Territory,"In Black Death era Tuscany, as in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance, swordplay, randy nuns, Saracen pirates, and a sexy cow.",36.833,/bPdE1CbdP8Bf1NMg9PF4QkPR9oZ.jpg,"[{'id': 16923, 'logo_path': None, 'name': 'Zephyr Films', 'origin_country': 'GB'}, {'id': 20395, 'logo_path': None, 'name': 'Carthago Films', 'origin_country': 'IT'}, {'id': 10308, 'logo_path': '/9n0E8zau0PjVyN0MzdtYpsNBLwS.png', 'name': 'The De Laurentiis Company', 'origin_country': 'US'}, {'id': 1216, 'logo_path': None, 'name': 'DDL Cinematografica', 'origin_country': 'IT'}, {'id': 17234, 'logo_path': '/656GpyENJ4XNYbUjDAhzyTRVka0.png', 'name': 'Red Lion', 'origin_country': 'LU'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-12-17,5410749,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Anything Can Happen When You're In ... Virgin Territory,Virgin Territory,False,4.788,311,,,,,
0,False,/PN7yjmQdmG0J62jsrtmrPi8ezK.jpg,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,1562,tt0463854,['GB'],en,28 Weeks Later,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",36.561,/t5O7QkiKyKcCE3UihKsAjlJ9aF8.jpg,"[{'id': 284, 'logo_path': '/6a26if3IKy7mlrQuGHHVp6ufQtF.png', 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 359, 'logo_path': None, 'name': 'Figment Films', 'origin_country': ''}, {'id': 785, 'logo_path': None, 'name': 'Sociedad General de Cine S.A.', 'origin_country': ''}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB'}, {'id': 2890, 'logo_path': '/sylRB38BNx3YFW3T6qV9RAXH3UU.png', 'name': 'Fox Atomic', 'origin_country': 'US'}, {'id': 10890, 'logo_path': '/nArKcIpEuzprmCV6AU0nCGZCrTT.png', 'name': 'Koan', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-26,65100000,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,When days turn to weeks... the horror returns.,28 Weeks Later,False,6.605,4225,1565.0,28 Days/Weeks Later Collection,/4AeGz1Jwnq6ky2kfLT95Tm8nEiw.jpg,/bpn1vynevsKLwAMRikY1L6cb18p.jpg,
0,False,/aRqTPOPt8BOHE0ngppM9jnuuaeS.jpg,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.foxmovies.com/movies/live-free-or-die-hard,1571,tt0337978,['US'],en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",35.364,/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg,"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 890, 'logo_path': None, 'name': 'Cheyenne Enterprises', 'origin_country': 'US'}, {'id': 11845, 'logo_path': None, 'name': 'Wintergreen Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-20,383531464,128,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,The choice will be clear.,Live Free or Die Hard,False,6.622,5719,1570.0,Die Hard Collection,/fn3aXwADNC0nmJ51GYnkrOseVgB.jpg,/5kHVblr87FUScuab1PVSsK692IL.jpg,
0,False,/zAqsFZfVUsA1ZWUIsOwJisWktwO.jpg,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,13283,tt1092053,['PT'],en,Barbie as the Island Princess,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",35.05,/oguRPUFeHt0H0wO0He4ewTseMXo.jpg,"[{'id': 102897, 'logo_path': '/ackYRJXIse2uoLDawNVs1HzEJgm.png', 'name': 'Rainmaker Entertainment', 'origin_country': 'CA'}, {'id': 6220, 'logo_path': '/cAj69EL1zSXmZH6STbMGZrunyMD.png', 'name': 'Mattel', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-17,0,85,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Barbie as the Island Princess,False,7.2,717,,,,,
0,False,/xfrguTH6maYiGsC8FXiQ9N3lZXw.jpg,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,8329,tt1038988,['ES'],es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,34.76,/qpyI6e6XmSOk8NWWHf2U0BDYcz8.jpg,"[{'id': 3631, 'logo_path': '/ttrj8O0KF5PbUoHamU2mTOLB6d9.png', 'name': 'Filmax', 'origin_country': 'ES'}, {'id': 7956, 'logo_path': None, 'name': 'Castelao Productions', 'origin_country': 'ES'}, {'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}, {'id': 29259, 'logo_path': None, 'name': 'ICO', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-11-23,32511655,78,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,One witness. One camera.,[REC],False,7.207,4323,74508.0,[REC] Collection,/x4nS8ZXzdFuascDxNGZJU9qkxgj.jpg,/txIG3D9UrvF4QRo8AEjhAeRMYSm.jpg,
0,False,/pz38t7dTtW6iNTGtiyL53M7cCw0.jpg,40000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.thewaterhorse.com/,54318,tt0760329,"['US', 'NZ', 'GB']",en,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,34.635,/h9DV6KItNutJmrPzT1xrAO6fIzy.jpg,"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}, {'id': 10157, 'logo_path': '/iMTZBY3vbW1PMKbdVh50j1Z21WU.png', 'name': 'Beacon Pictures', 'origin_country': 'US'}, {'id': 1267, 'logo_path': '/j3kXC0bEn4vxrIyUApeKBtSUu9w.png', 'name': 'Ecosse Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-12-25,103967384,112,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How Do You Keep A Secret This Big?,The Water Horse,False,6.465,1006,,,,,
0,False,/yOGELMEm6DPkdrBoJ7JbsyByCbn.jpg,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://movies.disney.com/meet-the-robinsons,1267,tt0396555,['US'],en,Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",32.755,/naya0zF4kT401Sx15AtwB9vpcJr.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-23,169332978,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Think your family's weird?,Meet the Robinsons,False,6.913,2806,,,,,
